onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
n/a	n/a	LargeLoss	217.481	2	219.464	2.0	221.463	0.284	221.813	1.666	You keep $5!	Correct Response!	1	264
n/a	n/a	SmallGain	223.48	2	225.463	3.0	228.462	0.284	228.812	1.666	You earn $0.20!	Correct Response!	1	264
n/a	n/a	LargeGain	230.478	2	232.461	3.5	235.961	0.254	236.294	1.696	You did not earn $5!	You pressed too slow!	0	0
n/a	n/a	SmallLoss	237.977	2	239.96	2.0	241.96	0.254	242.293	1.696	You lose $0.20!	You pressed too slow!	0	0
n/a	n/a	SmallGain	243.976	2	245.959	4.0	249.958	0.254	250.292	1.696	You did not earn $0.20!	You pressed too slow!	0	0
n/a	n/a	SmallLoss	251.975	2	253.958	1.5	255.457	0.294	255.824	1.656	You keep $0.20!	Correct Response!	1	275
n/a	n/a	SmallGain	257.474	2	259.457	2.0	261.456	0.294	261.823	1.656	You earn $0.20!	Correct Response!	1	284
n/a	n/a	SmallGain	263.473	2	265.456	1.5	266.955	0.294	267.322	1.656	You did not earn $0.20!	You pressed too slow!	0	0
n/a	n/a	SmallLoss	268.972	2	270.955	1.5	272.454	0.334	272.871	1.616	You keep $0.20!	Correct Response!	1	277
n/a	n/a	SmallLoss	274.471	2	276.454	1.5	277.953	0.334	278.37	1.616	You keep $0.20!	Correct Response!	1	290
n/a	n/a	LargeGain	279.97	2	281.953	2.0	283.952	0.334	284.352	1.616	You earn $5!	Correct Response!	1	290
n/a	n/a	LargeLoss	285.969	2	287.952	4.0	291.951	0.304	292.334	1.646	You keep $5!	Correct Response!	1	299
n/a	n/a	SmallLoss	293.967	2	295.95	3.0	298.95	0.304	299.333	1.646	You keep $0.20!	Correct Response!	1	275
n/a	n/a	LargeGain	300.966	2	302.949	2.5	305.449	0.304	305.832	1.646	You did not earn $5!	You pressed too slow!	0	0
n/a	n/a	SmallLoss	307.465	2	309.448	3.5	312.947	0.274	313.297	1.676	You lose $0.20!	You pressed too slow!	0	0
