global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
1109.507291587268	n/a	1231006.430085315	n/a	1087.7352424005492	n/a	n/a	1183167.9575601814	834.8003457091576	n/a	696891.6171961289	n/a	849.5997543736119	1797.5726590727752	n/a	n/a	n/a	n/a	-0.0143144406	0.0124235863	0.0096552823	-0.0064964578	-0.0506740412	-0.0271205358	0.017980462	0.046480907	-0.0100792876	-0.016468459	0.0409222758	-0.040649876	0.0281872165	-0.0814239353	0.0018773998	-0.0252794393	0.0417738481	-0.0075545285	0.0510736005	-0.0016982777	-0.0485422588	0.05168622	-0.0235523666	0.055309547	-0.0011693037	0.0654806868	-0.0389810781	0.0311541126	-0.1167311343	0.045550244	-0.029417376	0.0431265478	-0.0120414349	-0.0093215657	-0.016659287	0.045461273	-0.0415210266	0.0299818608	-0.0580405067	0.0180449548	-0.0134606675	0.0303125993	-0.0190940528	0.0017125703	-0.0592406068	-0.0054046449	0.0194589702	-0.0565700619	0.0715132785	-0.0945834851	0.000906282	-0.025852527	0.0531757499	-0.0405560185	-0.0129601755	-0.0248887898	-0.0015528766	-0.0892051956	-0.0317060591	0.0055879092	-0.0158605052	0.0161579326	-0.0234454231	0.0271034268	-0.0315848873	0.0007386607	-0.0209965532	0.0036640587	-0.0122174714	-0.039579346	0.0183909767	-0.0333635494	0.0399989517	-0.0473457764	0.0410554498	-0.0174638513	0.0024554608	-0.026071801	0.0700994416	0.0700978754	0.070095265	0.0700916106	-0.061826	n/a	0.003822454276	n/a	-0.00754284	n/a	5.6894435265600006e-05	n/a	-0.0849793999999999	n/a	0.0072214984243599	n/a	0.00118037	n/a	n/a	1.3932733369000002e-06	0.000254252	n/a	6.4644079504e-08	n/a	-0.00121283	n/a	1.4709566089000002e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1109.0774500419332	-0.4298415453347388	1230052.7901915167	0.1847637540957563	1084.375172709293	-3.360069691256058	11.29006833009758	1175869.5151883094	834.0361649990082	-0.7641807101493896	695616.3245262528	0.5839721577644253	847.7948312585848	1798.7342857124522	0.713662	27.402946	0.07361899	0.0375741	-0.0143531092	0.0107945313	0.046868045	-0.0218402151	-0.0349981381	-0.0269685953	-0.0287589558	0.0636525697	-0.0123453709	-0.0160050317	0.0438087438	-0.0261690767	0.0116300699	-0.0595052691	-0.014454383	-0.0454906471	0.0309471978	0.0459279858	0.0055909892	-0.0131763685	-0.0142821723	0.0478791906	-0.0211515689	0.0288357754	0.0292478349	0.0256676116	-0.0382923851	-0.0301116834	-0.0259177098	0.0427288552	-0.0892174605	-0.0176414737	-0.0153316666	-0.012473587	-0.0190709874	0.0447955385	-0.0261835515	0.0173270704	-0.0534319777	0.0162453555	-0.0365895929	0.0341552058	-0.0433942345	-0.0117424824	0.0084872119	-0.0096311599	0.0599237648	-0.0379292247	-0.0036385855	0.0152504369	-0.0296998973	-0.0923128294	0.0484822798	-0.0537996881	-0.0138550357	-0.0218737213	-0.0006003472	-0.0894953727	-0.0381062821	0.0110684031	-0.0200992209	0.0208990102	-0.016256935	0.0212136117	-0.0316532171	-0.0020761654	-0.0274950133	0.0176956561	0.0046491156	-0.0259643882	0.0178208245	-0.0200768553	0.029047471	-0.0616785115	0.0693213058	-0.0205705563	0.0322699992	-0.026635883	0.070095265	0.0700811696	0.0700576793	0.0700247974	-0.0548877	0.0069383	0.00301265961129	4.814000689000002e-05	0.0189145	0.02645734	0.00035775831025	0.0006999908398756	-0.0850347	-5.530000000010527e-05	0.00723090020409	3.0580900000116423e-09	0.000972507	-0.000207863	4.320702676900004e-08	9.45769865049e-07	0.000110084	-0.000144168	1.2118487056e-08	2.0784412224000005e-08	-0.00166416	-0.00045133	2.7694285056e-06	2.036987689e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1111.0195996887778	1.9421496468446549	1234364.5508926122	3.771945250738818	1079.7307125024035	-4.644460206889562	21.571010613380636	1165818.411520948	835.5140321402587	1.4778671412504991	698083.6979032732	2.184091287187923	848.6650080448973	1800.7332513252568	0.59907	23.002874	0.0141046899999999	0.00701721	-0.0145563389	0.0055027904	0.04915656	-0.0276115613	-0.0273256683	-0.0414558109	-0.0671806732	0.085597995	-0.0115297853	-0.0144205231	0.0441494678	-0.0412443643	0.036705658	-0.0392685943	0.0021418864	-0.0170984799	0.0185117629	0.0293161655	0.0299640797	-0.0126419978	-0.0108221333	0.0600656028	-0.0004079861	0.0136081148	0.0025552061	0.0058867765	-0.0079840061	-0.0155429493	-0.0447331713	0.0460133129	-0.0462093044	0.0411075934	-0.0603277564	-0.0114107142	-0.0163455914	0.0363870728	-0.0257782819	0.0362981007	-0.037064128	0.0141466224	-0.0161146973	0.0384802365	-0.0510487532	0.0154439853	0.0001374081	-0.0381577211	0.0532097173	-0.0159329338	0.0174233946	0.0382266884	-0.0452469082	-0.0271802655	0.0967719807	-0.1242789083	-0.0138825266	-0.0219572034	-0.0011878772	-0.0889666357	-0.03742542	0.0082811253	-0.021718214	0.019356695	-0.0173276128	0.0196728528	-0.0275241171	-0.0042509517	-0.0316393347	0.0225617384	0.0105127168	-0.0226824532	0.0196146258	-0.016275503	0.0278872089	-0.0706895054	0.0772664497	-0.014766497	0.0368670449	-0.0259105548	0.0700869121	0.070047762	0.0699825281	0.0698912346	-0.0485074	0.0063802999999999	0.00235296785476	4.070822808999998e-05	0.0199336	0.0010190999999999	0.00039734840896	1.038564809999997e-06	-0.0850456	-1.0899999999994248e-05	0.00723275407936	1.1880999999987458e-10	0.000951848	-2.0658999999999912e-05	4.267942809999964e-10	9.06014615104e-07	3.45952e-05	-7.54888e-05	1.1968278630399999e-09	5.6985589254399996e-09	-0.0017019	-3.7739999999999866e-05	2.89646361e-06	1.4243075999999902e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.1712711584644	2.151671469686562	1239150.2789325514	4.62969011346313	1079.9416858960042	0.210973393600625	0.0445097728073642	1166274.0449359035	835.9489450408507	0.4349129005920531	698810.6387149113	0.1891492311013931	849.0302487695701	1798.2063537685576	0.763745	29.326038	0.08927504	0.0447419	-0.0141458715	0.0047032567	0.0174991011	0.0263723887	-0.0275491217	-0.0060004993	-0.0219747206	0.0583244164	-0.011012638	-0.0186858544	0.0503833256	-0.0457376589	0.0356114819	-0.0457654055	0.0009888254	-0.0426429579	0.0057560517	-0.0149733112	0.0004325474	-0.0235754299	-0.0666199572	0.0832030996	0.0082658567	0.0010155537	-0.0340737613	-0.0007757402	0.0064604603	-0.051691912	-0.0468903432	0.0804261391	0.0468918529	-0.0441519481	-0.0275371135	-0.0106006614	-0.0164310613	0.0500183403	-0.0317967632	0.025464233	-0.0361215884	0.0162720356	-0.0466595947	0.0653680205	-0.0162229343	0.0594836283	-0.0066884545	-0.0538334471	0.0513526328	0.0066958305	0.0455648609	-0.0383543737	-0.0379469319	-0.0044783403	0.0177489098	-0.0741514722	-0.0136733863	-0.0239726776	0.0009446261	-0.0886075333	-0.0380650792	0.0044410529	-0.0153931073	0.0260251316	-0.0208960973	0.0148957521	-0.0213180909	-0.0092997305	-0.0427310201	0.0244096529	0.003522807	-0.0323764908	0.0117117891	-0.0143827103	0.0340048061	-0.0754858604	0.0628727646	-0.0241180682	0.0140338319	-0.0203048874	0.0700743833	0.0699976605	0.0698698516	0.0696910496	-0.0632478	-0.0147404	0.00400028420484	0.00021727939216	-0.0123758	-0.0323094	0.0001531604256399	0.00104389732836	-0.0971235	-0.0120779	0.00943297425225	0.00014587566841	0.00106374	0.000111892	1.251981966400001e-08	1.1315427876000002e-06	0.00047697	0.0004423748	2.275003809e-07	1.9569546367504e-07	-0.00175058	-4.868000000000016e-05	3.0645303364000003e-06	2.3697424000000158e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.2666016909736	0.0953305325092515	1239362.526440569	0.0090879104284974	1084.6946783473709	4.752992451366708	22.59093724274891	1176562.5452351065	836.4194367634234	0.4704917225726603	699597.4741956424	0.2213624610093892	849.4786794814404	1804.8407481322904	0.796842	30.596889	0.06701801	0.0475119	-0.0138358723	0.004970296	0.0323375398	0.0202746498	-0.0482072582	0.0216314749	-0.0219556631	0.0816576201	-0.006585088	-0.0256907321	0.0551433282	-0.0432522258	0.038679666	-0.0609491645	0.0213994291	-0.0531290215	-0.0036337935	-0.0148839135	0.0100691414	-0.0133884631	-0.0407114958	0.0615787563	0.0462598631	0.0157088719	0.0014761943	-0.0173218959	-0.0052979691	-0.0188077262	-0.0351589844	0.1098921827	-0.0115146748	0.0312524029	-0.0919171256	-0.0064865806	-0.0252141351	0.0529022693	-0.0399790339	0.0347259339	-0.0506830399	0.0349869187	-0.0328188329	0.0508632115	-0.0222576036	0.0340073857	-0.0132755859	-0.0490726423	0.0515882053	0.0182837967	0.0289672602	0.0327771081	-0.0437133922	-0.0038794943	0.0373509754	-0.0513282043	-0.0128471112	-0.0277895968	0.0006770989	-0.1063161154	-0.0447056518	0.009095902	-0.0148059514	0.0266988101	-0.0233726054	0.0195760371	-0.0169197718	-0.000629822	-0.046875142	0.0324311876	0.0064558162	-0.0343448568	0.018484024	-0.0193124887	0.0249623072	-0.0801574366	0.0748847881	0.0038586602	0.0043894549	-0.0231917684	0.0700576793	0.0699308772	0.0697197102	0.0694244332	-0.0621476	0.0011002	0.0038623241857599	1.2104400400000208e-06	-0.00726319	0.0051126099999999	5.27539289761e-05	2.613878101209999e-05	-0.107754	-0.0106305	0.011610924516	0.00011300753025	0.00190214	0.0008384	7.0291456e-07	3.6181365796e-06	0.000623104	0.0001461339999999	3.88258594816e-07	2.1355145955999992e-08	-0.00176954	-1.895999999999994e-05	3.1312718116e-06	3.594815999999977e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.704232590332	0.4376308993582825	1240337.1176896202	0.1915208040731391	1082.5292939492736	-2.16538439809733	4.688889591523339	1171869.6722583128	836.4234020922535	0.0039653288300769	699604.1075675795	1.572383273063937e-05	849.6482235314169	1809.710574477684	0.604711	23.2195	0.05264094	0.0300418	-0.0145090897	0.0016364992	0.0445971407	0.0162835082	-0.0229985332	-0.0123737638	-0.0527795303	0.1078470445	-0.0082226607	-0.0250613887	0.0574340075	-0.0431394894	0.0525642095	-0.0498545535	0.0085631415	-0.0418722823	-0.0134732419	0.0153189751	0.008893531	-0.0065249949	-0.0342971391	0.0437317535	0.0180931595	0.0051058903	-0.0192521813	-0.0871475751	-0.0074541324	-0.04072291	-0.0159013972	0.0776366422	-0.0484846979	-0.0184154866	-0.1110274811	-0.007510858	-0.0244850916	0.0481603118	-0.0328906511	0.0437826307	-0.0376393775	0.0255639656	-0.0346594333	0.0482133623	-0.0252027508	0.0472723554	0.0070584418	-0.0859744042	0.0558051453	0.0184313124	-0.007910146	0.0499046978	-0.0531995592	-0.0111511056	0.0308834555	-0.0971706612	-0.0134164226	-0.0283544909	-0.0004846434	-0.1093433958	-0.0479439973	0.0076733281	-0.0130711906	0.0297329786	-0.02393422	0.0188751154	-0.0159257257	-0.0080297139	-0.0480754665	0.0387504111	0.008434888	-0.0363776076	0.0214548671	-0.0199175629	0.0289263677	-0.0934903463	0.091122741	-0.0014096844	0.0241841475	-0.0188953033	0.0700368013	0.0698474278	0.0695321845	0.0690916396	-0.0593959	0.0027516999999999	0.00352787293681	7.571852889999977e-06	0.0206562	0.02791939	0.0004266785984399	0.0007794923379721	-0.102105	0.005649	0.010425431025	3.191120100000002e-05	0.00193635	3.421000000000001e-05	1.1703241000000006e-09	3.7494513225e-06	0.000815561	0.000192457	6.65139744721e-07	3.7039696849000024e-08	-0.00186929	-9.975e-05	3.4942451041e-06	9.950062500000005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1114.0375613594208	0.3333287690888937	1241079.6881196452	0.111108068302317	1079.2066014340494	-3.322692515224162	11.040285550726669	1164686.8885788312	837.3459049223005	0.9225028300470512	701148.1644901463	0.8510114714448187	850.1725640565797	1809.880544423917	0.642164	24.657616	0.080219104	0.0432237	-0.0144987956	0.0039664855	0.0235409893	0.041265688	-0.0214893213	0.0283142864	-0.0185624624	0.0786382214	-0.0054690989	-0.0255418355	0.0471653472	-0.0370981041	0.0337533778	-0.04818283	-0.0101658806	-0.0411108393	-0.0035318663	0.0056904429	0.0335278493	-0.0006369836	-0.0625574287	0.031543731	0.0158962968	0.0358263445	0.0084965657	0.0050130241	-0.0260723756	-0.0665586216	-0.054061372	0.0490292787	-0.0336871966	-0.0189595277	-0.0564292092	-0.0058750328	-0.0243479713	0.042819257	-0.0291975015	0.028463573	-0.0377210335	0.0093007579	-0.0406860233	0.0344558536	-0.035486843	0.0474507307	-0.0031843654	-0.095629137	0.0391392904	-0.0052370585	0.0224287432	0.0132270441	-0.0360629261	-0.0255012376	0.0470511319	-0.0859700977	-0.0141484353	-0.024631474	-0.0018163824	-0.0955554545	-0.0414847148	0.0057742162	-0.0171910719	0.0272587728	-0.0150702246	0.0112755339	-0.0163166713	-0.0040751558	-0.045615785	0.0432690538	0.0119384401	-0.0403790633	0.021204986	-0.0212758849	0.0317245045	-0.0946021579	0.0847039003	0.0045189703	0.0313308638	-0.0173872789	0.0700117504	0.0697473323	0.0693073751	0.0686929859	-0.062927	-0.0035310999999999	0.0039598073289999	1.2468667209999969e-05	0.000631446	-0.020024754	3.987240509160001e-07	0.0004009907727605	-0.102345	-0.00024	0.010474499025	5.760000000000197e-08	0.00123118	-0.00070517	4.972647289000003e-07	1.5158041923999998e-06	0.000515746	-0.000299815	2.65993936516e-07	8.988903422500003e-08	-0.00199277	-0.00012348	3.9711322729e-06	1.5247310400000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.6954330355038	-0.3421283239169952	1240317.5175641384	0.1170517900262524	1079.0548777861582	-0.1517236478912309	0.0230200653294222	1164359.4292741008	836.320521817651	-1.0253831046495634	699432.015213348	1.0514105113007777	849.239077757964	1810.5852252710447	0.7523339999999998	28.887865	0.2162042784999999	0.107525	-0.0142986441	0.0017947106	0.0042861381	0.0325242588	-0.0212970771	0.0521018158	-0.0087877422	0.0386676954	-0.0098799434	-0.0220072943	0.0411532642	-0.0365698482	0.0252044816	-0.0344138746	-0.0112988468	-0.0182489478	0.0121631097	0.0001136842	0.0384170054	-0.0313497629	-0.0453772738	0.0567067237	0.0371300921	0.0557975638	0.0417793605	0.0031039094	0.0034506593	-0.0152668703	-0.1066805421	0.0417553298	-0.0270031894	-0.0004641056	-0.0407287341	-0.0098629048	-0.0192831241	0.0364583331	-0.0318518158	0.0119135704	-0.0230680227	-0.0070750907	-0.0358266483	0.033847702	-0.0406457259	0.0421919869	-0.0144015237	-0.0524746969	0.0322854158	-0.0164430185	0.0875859593	0.0167159047	-0.024754504	0.0040335117	0.0503285016	-0.0593366308	-0.0155431502	-0.0173908179	0.0016259503	-0.0665191831	-0.0204146937	0.0053557326	-0.0145686263	0.0175886356	-0.0060690046	0.0001323542	-0.0141721929	-0.0005423194	-0.0436705821	0.0389235273	0.0095673158	-0.033789131	0.0143811844	-0.0362183549	0.0272989334	-0.0702562583	0.0460820698	0.0042007225	0.0226289155	0.0041783465	0.0699825281	0.0696306146	0.0690454024	0.0682288522	-0.0599593	0.0029676999999999	0.00359511765649	8.80724328999998e-06	-0.0773066	-0.077938046	0.00597631040356	0.0060743390142981	-0.103069	-0.0007239999999999	0.010623218761	5.241759999999835e-07	-0.000169351	-0.001400531	1.961487081961e-06	2.8679761201000004e-08	-8.59365e-06	-0.00052433965	7.38508203225e-11	2.749320685621225e-07	-0.00122615	0.00076662	1.5034438225000002e-06	5.877062244e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.2766761280402	-0.418756907463603	1239384.9576106973	0.1753573475484806	1084.9330616700613	5.878183883903148	34.5530457729787	1177079.7483047731	836.1600897062657	-0.160432111385262	699163.6956175903	0.0257384623635331	849.6339151896269	1812.5715147853948	0.622058	23.885572	0.0711467625	0.0378305	-0.0147074118	0.0080886229	0.0160271994	0.0251042124	-0.0224463986	-0.0076856716	-0.015238295	0.0988044661	-0.0089089112	-0.0131644309	0.0366737005	-0.0350097651	0.0282652262	-0.0148243329	-0.009489521	-0.0200081609	0.00334476	0.0060798598	0.0232791503	-0.0008329716	-0.0277516345	0.0250364154	0.0179056777	-0.0058923362	-0.0239735441	0.0286012385	-0.043166686	-0.0208406399	-0.0752345305	-0.005874705	-0.0047048644	-0.0154154058	-0.0294696847	-0.0094028909	-0.0123784857	0.0349104883	-0.0299984479	0.0224254516	-0.008168385	-0.0007614459	-0.0258309122	0.0144122257	-0.0124123678	0.0074288529	-0.0214106903	-0.0508525408	0.0010383294	0.0198443345	0.0224557511	0.015647892	-0.0684616741	-0.0279863659	0.0493535885	-0.0794823645	-0.0150959845	-0.0150198352	0.0027101097	-0.0584105136	-0.0168893142	0.0069041954	-0.0129912151	0.0173198051	-0.0019073171	0.003030526	-0.0194184809	-0.0040081888	-0.0411838332	0.0374256596	0.0131423679	-0.0276521156	0.0132617437	-0.0326358232	0.0194995655	-0.0589968093	0.0417989033	0.0091229151	0.0244148639	0.0025791926	0.0699491361	0.0694973024	0.0687464069	0.0676996809	-0.0471805	0.0127788	0.00222599958025	0.0001632977294399	-0.0454767	0.0318299	0.00206813024289	0.00101314253401	-0.107029	-0.00396	0.011455206841	1.568160000000004e-05	-0.000379015	-0.000209664	4.3958992896e-08	1.4365237022500002e-07	-2.93909e-05	-2.079725e-05	8.6382500281e-10	4.325256075625e-10	-0.00144725	-0.0002210999999999	2.0945325625e-06	4.8885209999999965e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.0216290986186	-0.2550470294215756	1238817.146841343	0.06504898721677	1078.9322252751804	-6.000836394880935	36.01003743812761	1164094.7467372525	836.7954517981802	0.6353620919145442	700226.6281501206	0.4036849878420256	849.9563708922743	1813.1290977769784	0.575707	22.105791	0.02293299	0.0125123	-0.0149848805	0.0031184459	0.0118332242	0.0204329316	-0.0396113651	0.0255139882	-0.0081371748	0.0594062799	-0.0081349526	-0.0113902374	0.0512185361	-0.0309443304	0.0395265918	-0.0095301977	-0.0140991892	-0.0222008541	-0.0247539811	-0.0109182677	0.0089769852	0.0241377039	-0.0197670574	0.0243643421	0.0519776371	0.0017835373	0.0072361694	-0.0361032412	-0.0122078777	-0.0472820975	-0.0839910636	0.0475529776	-0.0139961145	-0.0033013252	-0.007256975	-0.0081211038	-0.010465047	0.0428354545	-0.0217241334	0.0280751447	-0.0088994407	-8.88695e-05	-0.0361879286	0.0079908407	0.0003065138	0.0184283218	-0.011168444	-0.0854303325	0.0116834037	0.0186907022	0.0229089282	0.0544219698	-0.0665471685	0.0006974062	0.0218640641	-0.0449840954	-0.0151707446	-0.0142536683	0.0022387608	-0.0562624459	-0.0161048349	0.010288021	-0.014855293	0.0170941182	-0.0033186359	0.0062112307	-0.0203559859	0.0007439137	-0.0351476561	0.0368799716	0.015165243	-0.0169051629	0.0174699291	-0.0335877199	0.019830458	-0.0618761752	0.049995834	0.0193128337	0.0170226234	0.009475966	0.0699115766	0.0693474276	0.068410549	0.0671059764	-0.0451752	0.0020053	0.00204079869504	4.021228090000007e-06	-0.0379127	0.007564	0.00143737282129	5.721409600000002e-05	-0.0980824	0.0089465999999999	0.00962015718976	8.004165155999998e-05	-0.000379015	0.0	0.0	1.4365237022500002e-07	-7.01627e-05	-4.077180000000001e-05	4.92280447129e-09	1.6623396752400004e-09	-0.00139968	4.7570000000000034e-05	1.9591041024e-06	2.2629049000000033e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
