model,run,Lgain-Neut,Sgain-Neut,Lgain-Base,Sgain-Base
CueMod,01,2.7535214684403573,3.3724191765476634,1.9751127922366096,2.3123782985160086
AntMod,01,9.401660022497714,11.122448046283662,5.657523027646121,6.356599488971959
FixMod,01,2.850147007852763,3.233112590405027,3.442650344398293,3.871506010243241
CueMod,01,2.332001977392263,2.7945881835176194,1.7094720783543205,2.1645432206847754
AntMod,01,8.23126827469298,8.708625629227592,4.308605961479087,5.123990842198091
FixMod,01,2.6208402184461645,2.542130843680116,2.883652075222455,2.9432200837776703
CueMod,01,1.9986850870732082,2.514822089036887,1.5254514347066264,1.9918067872432388
AntMod,01,7.021228882383876,7.618471154998717,4.183663717286946,4.767608112405914
FixMod,01,2.332147905483223,2.239553422866511,2.7540492131417174,2.7187052189569685
CueMod,01,1.6406295823512105,2.0572121788555067,1.2889722500622383,1.6261466621106022
AntMod,01,6.202350027171229,6.086133349013952,3.655279467341813,3.80361160087144
FixMod,01,2.1708525703214865,1.686116852574996,2.4849203870132333,1.900976935139303
CueMod,01,2.7535214684403573,3.3724191765476634,1.9751127922366096,2.3123782985160086
AntMod,01,9.401660022497714,11.122448046283662,5.657523027646121,6.356599488971959
FixMod,01,2.850147007852763,3.233112590405027,3.442650344398293,3.871506010243241
CueMod,01,2.332001977392263,2.7945881835176194,1.7094720783543205,2.1645432206847754
AntMod,01,8.23126827469298,8.708625629227592,4.308605961479087,5.123990842198091
FixMod,01,2.6208402184461645,2.542130843680116,2.883652075222455,2.9432200837776703
CueMod,01,1.9986850870732082,2.514822089036887,1.5254514347066264,1.9918067872432388
AntMod,01,7.021228882383876,7.618471154998717,4.183663717286946,4.767608112405914
FixMod,01,2.332147905483223,2.239553422866511,2.7540492131417174,2.7187052189569685
CueMod,01,1.6406295823512105,2.0572121788555067,1.2889722500622383,1.6261466621106022
AntMod,01,6.202350027171229,6.086133349013952,3.655279467341813,3.80361160087144
FixMod,01,2.1708525703214865,1.686116852574996,2.4849203870132333,1.900976935139303
CueMod,01,2.7535214684403573,3.3724191765476634,1.9751127922366096,2.3123782985160086
AntMod,01,9.401660022497714,11.122448046283662,5.657523027646121,6.356599488971959
FixMod,01,2.850147007852763,3.233112590405027,3.442650344398293,3.871506010243241
CueMod,01,2.332001977392263,2.7945881835176194,1.7094720783543205,2.1645432206847754
AntMod,01,8.23126827469298,8.708625629227592,4.308605961479087,5.123990842198091
FixMod,01,2.6208402184461645,2.542130843680116,2.883652075222455,2.9432200837776703
CueMod,01,1.9986850870732082,2.514822089036887,1.5254514347066264,1.9918067872432388
AntMod,01,7.021228882383876,7.618471154998717,4.183663717286946,4.767608112405914
FixMod,01,2.332147905483223,2.239553422866511,2.7540492131417174,2.7187052189569685
CueMod,01,1.6406295823512105,2.0572121788555067,1.2889722500622383,1.6261466621106022
AntMod,01,6.202350027171229,6.086133349013952,3.655279467341813,3.80361160087144
FixMod,01,2.1708525703214865,1.686116852574996,2.4849203870132333,1.900976935139303
CueMod,01,2.7535214684403573,3.3724191765476634,1.9751127922366096,2.3123782985160086
AntMod,01,9.401660022497714,11.122448046283662,5.657523027646121,6.356599488971959
FixMod,01,2.850147007852763,3.233112590405027,3.442650344398293,3.871506010243241
CueMod,01,2.332001977392263,2.7945881835176194,1.7094720783543205,2.1645432206847754
AntMod,01,8.23126827469298,8.708625629227592,4.308605961479087,5.123990842198091
FixMod,01,2.6208402184461645,2.542130843680116,2.883652075222455,2.9432200837776703
CueMod,01,1.9986850870732082,2.514822089036887,1.5254514347066264,1.9918067872432388
AntMod,01,7.021228882383876,7.618471154998717,4.183663717286946,4.767608112405914
FixMod,01,2.332147905483223,2.239553422866511,2.7540492131417174,2.7187052189569685
CueMod,01,1.6406295823512105,2.0572121788555067,1.2889722500622383,1.6261466621106022
AntMod,01,6.202350027171229,6.086133349013952,3.655279467341813,3.80361160087144
FixMod,01,2.1708525703214865,1.686116852574996,2.4849203870132333,1.900976935139303
CueMod,01,2.7535214684403573,3.3724191765476634,1.9751127922366096,2.3123782985160086
AntMod,01,9.401660022497714,11.122448046283662,5.657523027646121,6.356599488971959
FixMod,01,2.850147007852763,3.233112590405027,3.442650344398293,3.871506010243241
CueMod,01,2.332001977392263,2.7945881835176194,1.7094720783543205,2.1645432206847754
AntMod,01,8.23126827469298,8.708625629227592,4.308605961479087,5.123990842198091
FixMod,01,2.6208402184461645,2.542130843680116,2.883652075222455,2.9432200837776703
CueMod,01,1.9986850870732082,2.514822089036887,1.5254514347066264,1.9918067872432388
AntMod,01,7.021228882383876,7.618471154998717,4.183663717286946,4.767608112405914
FixMod,01,2.332147905483223,2.239553422866511,2.7540492131417174,2.7187052189569685
CueMod,01,1.6406295823512105,2.0572121788555067,1.2889722500622383,1.6261466621106022
AntMod,01,6.202350027171229,6.086133349013952,3.655279467341813,3.80361160087144
FixMod,01,2.1708525703214865,1.686116852574996,2.4849203870132333,1.900976935139303
