onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	LargeLoss	0.034	2	2.0	1.5	3.5	0.3	You keep $5!	3.883	1.65	1	244	Correct Response!
n/a	n/a	SmallGain	5.516	2	7.499	3.5	10.998	0.3	You did not earn $0.20!	11.382	1.65	0	0	You pressed too slow!
n/a	n/a	LargeLoss	13.015	2	14.998	3.0	17.997	0.3	You keep $5!	18.364	1.65	1	232	Correct Response!
n/a	n/a	NoMoneyStake	20.014	2	21.997	1.5	23.496	0.28	No money at stake!	23.846	1.67	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	25.513	2	27.496	3.5	30.995	0.28	No money at stake!	31.345	1.67	1	277	Correct Response!
n/a	n/a	LargeLoss	33.011	2	34.994	1.5	36.494	0.28	You keep $5!	36.844	1.67	1	257	Correct Response!
n/a	n/a	NoMoneyStake	38.51	2	40.493	1.5	41.993	0.28	No money at stake!	42.343	1.67	1	269	Correct Response!
n/a	n/a	LargeLoss	44.009	2	45.992	4.0	49.992	0.28	You keep $5!	50.342	1.67	1	249	Correct Response!
n/a	n/a	LargeLoss	52.008	2	53.991	3.5	57.49	0.28	You keep $5!	57.84	1.67	1	240	Correct Response!
n/a	n/a	LargeGain	59.507	2	61.49	3.0	64.489	0.25	You earn $5!	64.806	1.7	1	218	Correct Response!
n/a	n/a	LargeGain	66.505	2	68.488	1.5	69.988	0.25	You did not earn $5!	70.321	1.7	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	72.004	2	73.987	2.0	75.987	0.25	No money at stake!	76.32	1.7	1	247	Correct Response!
n/a	n/a	SmallLoss	78.037	2	79.986	1.5	81.486	0.25	You lose $0.20!	81.819	1.7	0	0	You pressed too slow!
n/a	n/a	SmallLoss	83.502	2	85.485	1.5	86.985	0.23	You lose $0.20!	87.285	1.72	0	0	You pressed too slow!
n/a	n/a	LargeLoss	89.001	2	90.984	2.5	93.484	0.23	You keep $5!	93.784	1.72	1	204	Correct Response!
n/a	n/a	LargeLoss	95.5	2	97.483	2.0	99.483	0.23	You keep $5!	99.783	1.72	1	216	Correct Response!
n/a	n/a	SmallGain	101.499	2	103.482	1.5	104.982	0.25	You earn $0.20!	105.298	1.7	1	221	Correct Response!
n/a	n/a	LargeGain	106.998	2	108.981	3.5	112.481	0.25	You earn $5!	112.797	1.7	1	222	Correct Response!
