model,run,Lgain-Neut,Sgain-Neut,Lgain-Base,Sgain-Base
CueMod,02,3.0875193834645054,3.1610864274254533,2.271568930826311,2.1830697004164046
AntMod,02,10.254130771702828,10.258378711478626,4.902759689466546,5.423068657168488
FixMod,02,3.015368127318683,2.980495546619699,2.766588318841336,3.0539389896951072
CueMod,02,2.8742997773098202,2.9217985242095694,2.05600986242765,2.030303134006925
AntMod,02,9.90934295915523,9.824048608557725,4.645878718780406,4.966383221413874
FixMod,02,2.978458589543446,2.924690315428239,2.5070391923819257,2.6460113720381426
CueMod,02,2.6737565485401458,2.4535166215841615,1.6651979557275252,1.5718769731399405
AntMod,02,9.024869235124468,8.537377995268423,3.5404521551874466,3.619437937304039
FixMod,02,2.738411546516969,2.696917908875805,2.2112756222860583,2.298652075372846
CueMod,02,2.6619549429854237,2.452782433872074,1.6640013913357226,1.5696369186311565
AntMod,02,9.011177309126081,8.532766175336471,3.5401505872579517,3.6110856127176363
FixMod,02,2.7380055903441414,2.6950697990402226,2.2102126602973815,2.2915456832402397
CueMod,02,3.0875193834645054,3.1610864274254533,2.271568930826311,2.1830697004164046
AntMod,02,10.254130771702828,10.258378711478626,4.902759689466546,5.423068657168488
FixMod,02,3.015368127318683,2.980495546619699,2.766588318841336,3.0539389896951072
CueMod,02,2.8742997773098202,2.9217985242095694,2.05600986242765,2.030303134006925
AntMod,02,9.90934295915523,9.824048608557725,4.645878718780406,4.966383221413874
FixMod,02,2.978458589543446,2.924690315428239,2.5070391923819257,2.6460113720381426
CueMod,02,2.6737565485401458,2.4535166215841615,1.6651979557275252,1.5718769731399405
AntMod,02,9.024869235124468,8.537377995268423,3.5404521551874466,3.619437937304039
FixMod,02,2.738411546516969,2.696917908875805,2.2112756222860583,2.298652075372846
CueMod,02,2.6619549429854237,2.452782433872074,1.6640013913357226,1.5696369186311565
AntMod,02,9.011177309126081,8.532766175336471,3.5401505872579517,3.6110856127176363
FixMod,02,2.7380055903441414,2.6950697990402226,2.2102126602973815,2.2915456832402397
CueMod,02,3.0875193834645054,3.1610864274254533,2.271568930826311,2.1830697004164046
AntMod,02,10.254130771702828,10.258378711478626,4.902759689466546,5.423068657168488
FixMod,02,3.015368127318683,2.980495546619699,2.766588318841336,3.0539389896951072
CueMod,02,2.8742997773098202,2.9217985242095694,2.05600986242765,2.030303134006925
AntMod,02,9.90934295915523,9.824048608557725,4.645878718780406,4.966383221413874
FixMod,02,2.978458589543446,2.924690315428239,2.5070391923819257,2.6460113720381426
CueMod,02,2.6737565485401458,2.4535166215841615,1.6651979557275252,1.5718769731399405
AntMod,02,9.024869235124468,8.537377995268423,3.5404521551874466,3.619437937304039
FixMod,02,2.738411546516969,2.696917908875805,2.2112756222860583,2.298652075372846
CueMod,02,2.6619549429854237,2.452782433872074,1.6640013913357226,1.5696369186311565
AntMod,02,9.011177309126081,8.532766175336471,3.5401505872579517,3.6110856127176363
FixMod,02,2.7380055903441414,2.6950697990402226,2.2102126602973815,2.2915456832402397
CueMod,02,3.0875193834645054,3.1610864274254533,2.271568930826311,2.1830697004164046
AntMod,02,10.254130771702828,10.258378711478626,4.902759689466546,5.423068657168488
FixMod,02,3.015368127318683,2.980495546619699,2.766588318841336,3.0539389896951072
CueMod,02,2.8742997773098202,2.9217985242095694,2.05600986242765,2.030303134006925
AntMod,02,9.90934295915523,9.824048608557725,4.645878718780406,4.966383221413874
FixMod,02,2.978458589543446,2.924690315428239,2.5070391923819257,2.6460113720381426
CueMod,02,2.6737565485401458,2.4535166215841615,1.6651979557275252,1.5718769731399405
AntMod,02,9.024869235124468,8.537377995268423,3.5404521551874466,3.619437937304039
FixMod,02,2.738411546516969,2.696917908875805,2.2112756222860583,2.298652075372846
CueMod,02,2.6619549429854237,2.452782433872074,1.6640013913357226,1.5696369186311565
AntMod,02,9.011177309126081,8.532766175336471,3.5401505872579517,3.6110856127176363
FixMod,02,2.7380055903441414,2.6950697990402226,2.2102126602973815,2.2915456832402397
CueMod,02,3.0875193834645054,3.1610864274254533,2.271568930826311,2.1830697004164046
AntMod,02,10.254130771702828,10.258378711478626,4.902759689466546,5.423068657168488
FixMod,02,3.015368127318683,2.980495546619699,2.766588318841336,3.0539389896951072
CueMod,02,2.8742997773098202,2.9217985242095694,2.05600986242765,2.030303134006925
AntMod,02,9.90934295915523,9.824048608557725,4.645878718780406,4.966383221413874
FixMod,02,2.978458589543446,2.924690315428239,2.5070391923819257,2.6460113720381426
CueMod,02,2.6737565485401458,2.4535166215841615,1.6651979557275252,1.5718769731399405
AntMod,02,9.024869235124468,8.537377995268423,3.5404521551874466,3.619437937304039
FixMod,02,2.738411546516969,2.696917908875805,2.2112756222860583,2.298652075372846
CueMod,02,2.6619549429854237,2.452782433872074,1.6640013913357226,1.5696369186311565
AntMod,02,9.011177309126081,8.532766175336471,3.5401505872579517,3.6110856127176363
FixMod,02,2.7380055903441414,2.6950697990402226,2.2102126602973815,2.2915456832402397
