onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
n/a	n/a	SmallGain	122.501	2	124.484	3.5	127.984	0.339	128.401	1.611	You earn $0.20!	Correct Response!	1	323
n/a	n/a	LargeLoss	130.0	2	131.983	2.0	133.983	0.339	134.4	1.611	You lose $5!	You pressed too slow!	0	0
n/a	n/a	LargeGain	135.999	2	137.983	3.0	140.982	0.319	141.382	1.631	You earn $5!	Correct Response!	1	276
n/a	n/a	LargeGain	142.999	2	144.982	2.0	146.981	0.319	147.381	1.631	You earn $5!	Correct Response!	1	309
n/a	n/a	NoMoneyStake	148.998	2	150.981	3.0	153.98	0.319	154.38	1.631	No money at stake!	Correct Response!	1	310
n/a	n/a	LargeLoss	155.997	2	157.98	2.5	160.479	0.319	160.879	1.631	You lose $5!	You pressed too slow!	0	0
n/a	n/a	SmallGain	162.496	2	164.479	1.5	165.979	0.299	166.362	1.651	You did not earn $0.20!	You pressed too slow!	0	0
n/a	n/a	NoMoneyStake	167.995	2	169.978	4.0	173.977	0.299	174.344	1.651	No money at stake!	You pressed too slow!	0	0
n/a	n/a	SmallLoss	175.994	2	177.977	2.0	179.977	0.299	180.343	1.651	You keep $0.20!	Correct Response!	1	296
n/a	n/a	NoMoneyStake	181.993	2	183.976	1.5	185.476	0.299	185.859	1.651	No money at stake!	You pressed too slow!	0	0
n/a	n/a	SmallLoss	187.492	2	189.475	3.5	192.975	0.299	193.341	1.651	You keep $0.20!	Correct Response!	1	289
n/a	n/a	NoMoneyStake	194.991	2	196.974	2.0	198.974	0.279	199.324	1.671	No money at stake!	You pressed too slow!	0	0
n/a	n/a	SmallLoss	200.99	2	202.973	1.5	204.473	0.279	204.823	1.671	You lose $0.20!	You pressed too slow!	0	0
n/a	n/a	NoMoneyStake	206.49	2	208.473	3.5	211.972	0.279	212.322	1.671	No money at stake!	You pressed too slow!	0	0
n/a	n/a	LargeGain	213.989	2	215.972	3.5	219.471	0.279	219.821	1.671	You did not earn $5!	You pressed too slow!	0	0
n/a	n/a	SmallGain	221.487	2	223.47	2.0	225.47	0.279	225.82	1.671	You did not earn $0.20!	You pressed too slow!	0	0
n/a	n/a	NoMoneyStake	227.487	2	229.47	1.5	230.969	0.319	231.369	1.631	No money at stake!	You pressed too slow!	0	0
n/a	n/a	LargeLoss	232.986	2	234.969	2.0	236.969	0.319	237.369	1.631	You keep $5!	Correct Response!	1	294
n/a	n/a	LargeGain	238.985	2	240.968	1.5	242.468	0.319	242.868	1.631	You earn $5!	Correct Response!	1	283
n/a	n/a	LargeLoss	244.484	2	246.467	1.5	247.967	0.319	248.367	1.631	You lose $5!	You pressed too slow!	0	0
n/a	n/a	NoMoneyStake	249.983	2	251.967	1.5	253.466	0.359	253.9	1.591	No money at stake!	Correct Response!	1	284
n/a	n/a	LargeGain	255.483	2	257.466	2.0	259.465	0.359	259.899	1.591	You earn $5!	Correct Response!	1	277
n/a	n/a	LargeLoss	261.482	2	263.465	1.5	264.965	0.359	265.398	1.591	You keep $5!	Correct Response!	1	297
n/a	n/a	SmallGain	266.981	2	268.964	1.5	270.464	0.359	270.897	1.591	You earn $0.20!	Correct Response!	1	318
n/a	n/a	SmallLoss	272.48	2	274.463	1.5	275.963	0.329	276.363	1.621	You keep $0.20!	Correct Response!	1	284
n/a	n/a	SmallLoss	277.979	2	279.963	2.5	282.462	0.329	282.862	1.621	You keep $0.20!	Correct Response!	1	319
n/a	n/a	LargeLoss	284.479	2	286.462	1.5	287.961	0.329	288.361	1.621	You lose $5!	You pressed too slow!	0	0
n/a	n/a	LargeGain	289.978	2	291.961	1.5	293.461	0.299	293.827	1.651	You earn $5!	Correct Response!	1	288
n/a	n/a	SmallGain	295.477	2	297.46	1.5	298.96	0.299	299.343	1.651	You did not earn $0.20!	You pressed too slow!	0	0
n/a	n/a	SmallLoss	300.976	2	302.959	2.0	304.959	0.299	305.326	1.651	You lose $0.20!	You pressed too slow!	0	0
n/a	n/a	LargeLoss	306.975	2	308.958	4.0	312.958	0.319	313.358	1.631	You keep $5!	Correct Response!	1	286
